"","Overall","Service","Cleanliness","Value","Sleep Quality","Rooms","Location","Business service (e.g., internet access)","Check in / front desk","Date","Hotel Name","Hotel Prie","Zip Code"
"13692","5.0","5","5","5",NA,"5","5","5","5",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13693","5.0",NA,"5","4",NA,"5","5",NA,"5",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13694","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13695","4.0","5","4","4",NA,"4","5",NA,"5",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13696","5.0","5","5","5",NA,"5","5","5","5",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13697","5.0","5","4","5",NA,"5",NA,"4","5",Jun 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13698","5.0","5","5","3",NA,"5","5","5","5",Jun 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13699","5.0","5","5",NA,NA,"5","5","5","5",Jun 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13700","5.0","5","5","5",NA,"5","5",NA,"5",May 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13701","5.0","5","5","5",NA,"5","5","5","5",May 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13702","2.0",NA,NA,NA,NA,NA,NA,NA,NA,May 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13703","1.0","1","3","1",NA,"3","4","4","3",May 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13704","5.0","5","5","5",NA,"5","5",NA,"5",May 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13705","5.0","4","5","4",NA,"4","5","4","5",May 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13706","5.0",NA,NA,NA,NA,NA,NA,NA,NA,May 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13707","5.0","5","4","5",NA,"4","5",NA,"5",May 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13708","4.0","5","5","4",NA,"4","5","4","4",May 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13709","5.0","5","5","5",NA,"5","5","5","5",May 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13710","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Apr 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13711","5.0","5","5","4",NA,"5","5","5","5",Apr 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13712","4.0","5","5","5",NA,"4","4","4","5",Apr 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13713","3.0",NA,NA,NA,NA,NA,NA,NA,NA,Apr 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13714","4.0","5","4","5",NA,"5","4","4","4",Apr 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13715","4.0","5","5","4",NA,"4","5",NA,"5",Apr 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13716","4.0","4","4","4",NA,"4","4",NA,"4",Mar 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13717","5.0",NA,"5","4",NA,"5","5","4","5",Mar 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13718","4.0","5","4","4",NA,"4","4","2","4",Feb 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13719","4.0","4","4","4",NA,"4","5","4","4",Feb 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13720","5.0","5","5","5",NA,"5","5",NA,"5",Feb 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13721","5.0","5","5","5",NA,"5","5","5","5",Feb 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13722","5.0","5","4","4",NA,"5","4",NA,"5",Jan 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13723","5.0","5","5",NA,NA,"5","5","5","5",Jan 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13724","5.0","5","5","5",NA,"5","5",NA,"5",Jan 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13725","5.0","5","5","5",NA,"5","5","5","5",Jan 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13726","5.0","5","5","5",NA,"5","5","5","5",Jan 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13727","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jan 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13728","5.0","5","5","4",NA,"5","5",NA,"4",Dec 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13729","5.0","5","5","5",NA,"4","5",NA,"5",Dec 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13730","5.0","5","5","5",NA,"5","5","5","5",Dec 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13731","5.0","5","5","5",NA,"5","5",NA,"5",Nov 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13732","5.0","5","5","5",NA,"5","5","5","5",Nov 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13733","5.0","5","5","5",NA,"5","5",NA,"5",Oct 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13734","5.0","4","5","5",NA,"5","5",NA,"4",Oct 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13735","3.0",NA,NA,NA,NA,NA,NA,NA,NA,Oct 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13736","4.0","5","5","3",NA,"5","5","5","3",Sep 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13737","5.0","5","5","5",NA,"4","5",NA,"4",Sep 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13738","4.0","3","5",NA,NA,"3","5","3","3",Aug 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13739","5.0","5","5","5",NA,"5","5","5","5",Aug 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13740","5.0","4","5",NA,NA,"5","5",NA,"5",Jul 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13741","3.0","3","4","3",NA,"3","5","3","3",Jul 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13742","5.0","5","5","5",NA,"5",NA,NA,NA,Jun 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13743","3.0","4","2","2",NA,"2",NA,NA,NA,Jun 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13744","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Jun 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13745","3.0","2","3","2",NA,"3",NA,NA,NA,May 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13746","2.0","2","1","2",NA,"2",NA,NA,NA,May 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13747","5.0","5","5","5",NA,"3",NA,NA,NA,May 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13748","4.0","2","5","5",NA,"5",NA,NA,NA,May 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13749","2.0","2","2","3",NA,"3",NA,NA,NA,May 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13750","5.0","5","5","5",NA,"5",NA,NA,NA,Apr 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13751","5.0","5","5","5",NA,"5",NA,NA,NA,Apr 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13752","3.0","2","4","2",NA,"2",NA,NA,NA,Apr 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13753","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Apr 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13754","5.0","5","5","2",NA,"5",NA,NA,NA,Apr 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13755","5.0","5","5","5",NA,"5",NA,NA,NA,Mar 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13756","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Mar 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13757","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Mar 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13758","5.0","4","5","4",NA,"5",NA,NA,NA,Mar 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13759","5.0","5","5","5",NA,"5",NA,NA,NA,Feb 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13760","4.0","4","4","4",NA,"4",NA,NA,NA,Feb 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13761","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Feb 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13762","5.0","5","5","4",NA,"5",NA,NA,NA,Feb 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13763","4.0","4","5","3",NA,"5",NA,NA,NA,Jan 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13764","3.0","3","4","1",NA,"4",NA,NA,NA,Jan 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13765","5.0","5","5","5",NA,"5",NA,NA,NA,Jan 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13766","5.0","5","5","4",NA,"5",NA,NA,NA,Jan 2006,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13767","5.0","5","5","5",NA,"5",NA,NA,NA,Dec 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13768","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Dec 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13769","5.0","5","5","5",NA,"5",NA,NA,NA,Dec 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13770","5.0","4","5","5",NA,"5",NA,NA,NA,Nov 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13771","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Nov 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13772","5.0","4","4","5",NA,"5",NA,NA,NA,Oct 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13773","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Oct 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13774","5.0","4","5","3",NA,"5",NA,NA,NA,Oct 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13775","3.0","3","4","3",NA,"3",NA,NA,NA,Sep 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13776","5.0","5","5","4",NA,"5",NA,NA,NA,Sep 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13777","4.0","3","5","4",NA,"4",NA,NA,NA,Sep 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13778","5.0","5","5","5",NA,"5",NA,NA,NA,Sep 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13779","5.0","5","5","4",NA,"5",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13780","3.0","2","4","3",NA,"4",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13781","5.0","5","4","4",NA,"4",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13782","4.0","4","5","3",NA,"4",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13783","5.0","5","5","5",NA,"5",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13784","4.0","5","5","3",NA,"4",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13785","5.0","5","5","5",NA,"4",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13786","4.0","4","5","4",NA,"4",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13787","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13788","5.0","5","5","5",NA,"5",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13789","5.0","5","5","3",NA,"5",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13790","5.0","5","5","4",NA,"5",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13791","5.0","4","4","4",NA,"5",NA,NA,NA,Aug 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13792","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jul 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13793","5.0","5","5","5",NA,"5",NA,NA,NA,Jul 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13794","5.0","5","5","4",NA,"5",NA,NA,NA,Jul 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13795","5.0","5","5","4",NA,"5",NA,NA,NA,Jul 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13796","4.0","5","5","4",NA,"4",NA,NA,NA,Jul 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13797","4.0","5","4","2",NA,"2",NA,NA,NA,Jul 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13798","5.0","5","5","5",NA,"4",NA,NA,NA,Jul 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13799","5.0","5","5","5",NA,"5",NA,NA,NA,Jul 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13800","4.0","4","5","2",NA,"4",NA,NA,NA,Jul 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13801","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jun 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13802","5.0","5","5","5",NA,"5",NA,NA,NA,Jun 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13803","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Jun 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13804","5.0","5","5","5",NA,"5",NA,NA,NA,Jun 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13805","5.0","5","5","4",NA,"5",NA,NA,NA,Jun 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13806","5.0",NA,"5","5",NA,"5",NA,NA,NA,May 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13807","5.0","5","5","4",NA,"5",NA,NA,NA,May 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13808","5.0","5","5","5",NA,"5",NA,NA,NA,May 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13809","5.0","5","4","3",NA,"5",NA,NA,NA,May 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13810","4.0","4","5","4",NA,"4",NA,NA,NA,May 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13811","5.0","5","5","5",NA,"5",NA,NA,NA,May 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13812","5.0","5","5","5",NA,"5",NA,NA,NA,Apr 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13813","5.0","5","5","4",NA,"5",NA,NA,NA,Apr 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13814","5.0","5","4","5",NA,"5",NA,NA,NA,Apr 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13815","5.0","5","5","5",NA,"5",NA,NA,NA,Mar 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13816","5.0","5","5","5",NA,"5",NA,NA,NA,Mar 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13817","3.0","3","5","2",NA,"4",NA,NA,NA,Mar 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13818","5.0","5","5","5",NA,"5",NA,NA,NA,Mar 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13819","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Feb 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13820","5.0","5","5","4",NA,"5",NA,NA,NA,Feb 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13821","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Feb 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13822","5.0","5","5","3",NA,"5",NA,NA,NA,Feb 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13823","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jan 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13824","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jan 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13825","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Jan 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13826","5.0","5","5",NA,NA,"5",NA,NA,NA,Jan 2005,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13827","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Nov 2004,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13828","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Nov 2004,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13829","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Nov 2004,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13830","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Oct 2004,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13831","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Sep 2004,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13832","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Sep 2004,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13833","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Sep 2004,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13834","5.0","5","4","3",NA,"5",NA,NA,NA,Aug 2004,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13835","5.0","5","5","5",NA,"5",NA,NA,NA,Aug 2004,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13836","3.0","4","4","4","4","1","4",NA,NA,Mar 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13837","5.0","5","5","5","5","5","5",NA,NA,Mar 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13838","5.0","5","5","5",NA,"4","5",NA,NA,Mar 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13839","4.0","4","5","5","4","4","5",NA,NA,Mar 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13840","5.0","5","5","4","4","5","5",NA,NA,Mar 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13841","5.0","4","5","5","4","4","5",NA,NA,Mar 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13842","4.0","4","4","5","4","4","5",NA,NA,Feb 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13843","5.0","5","5","5","5","5","5",NA,NA,Feb 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13844","5.0","4","5","5","4","4","5",NA,NA,Jan 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13845","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13846","5.0","4","4","5","2","5","5",NA,NA,Jan 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13847","4.0","4","4","5","4","4","5",NA,NA,Jan 2012,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13848","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13849","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13850","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13851","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13852","5.0","5","5","5","5","4","5",NA,NA,Dec 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13853","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13854","4.0","4","4","5","4","4","5",NA,NA,Nov 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13855","4.0","4","4","2","4","4","4",NA,NA,Nov 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13856","3.0","1","3","3","3","3","4",NA,NA,Oct 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13857","4.0","5","4","4","4","4","4",NA,NA,Oct 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13858","5.0","4","5","4","4","5","5",NA,NA,Sep 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13859","4.0","5","5","4","5","4","5",NA,NA,Sep 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13860","4.0","4",NA,"5",NA,"4","5",NA,NA,Sep 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13861","5.0","5",NA,"5",NA,"5","5",NA,NA,Sep 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13862","4.0","4","4","4","4",NA,NA,NA,NA,Sep 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13863","3.0","4","4","4","5",NA,NA,NA,NA,Sep 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13864","4.0","5","4","4","4",NA,NA,NA,NA,Sep 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13865","4.0","4","4","5","4",NA,NA,NA,NA,Sep 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13866","4.0",NA,"4","4","5",NA,NA,NA,NA,Sep 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13867","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13868","4.0","5","5","5","4",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13869","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13870","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13871","4.0","4","5","3","5",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13872","3.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13873","5.0","4","4","4","4",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13874","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13875","3.0","5","4","4","3",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13876","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13877","3.0","2","4","5","4",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13878","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13879","5.0","5","5","5",NA,"5","5",NA,NA,Jul 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13880","5.0","5","5","4","5",NA,NA,NA,NA,Jul 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13881","5.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13882","5.0","5","5","5","5",NA,NA,NA,NA,Jun 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13883","2.0","1","2","2","2",NA,NA,NA,NA,Jun 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13884","4.0","4","4","4","3",NA,NA,NA,NA,Jun 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13885","5.0","5","5","5","5",NA,NA,NA,NA,Jun 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13886","5.0","5","5","4","5","4","5",NA,NA,May 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13887","4.0","4","4","4","3","3","4",NA,NA,May 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13888","4.0","5","5","5","5","4","5",NA,NA,May 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13889","4.0","5","5","4","3","4","5",NA,NA,May 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13890","4.0","5","5","5","4","5","5",NA,NA,May 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13891","4.0","4","4","5","4","4","5",NA,NA,May 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13892","5.0","5","5","5","5","5","5",NA,NA,Apr 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13893","4.0","5","5","5","4","4","5",NA,NA,Apr 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13894","5.0","5","5","5","5","5","5",NA,NA,Apr 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13895","4.0","4","5","5","5","4","5",NA,NA,Apr 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13896","4.0","5","4","5","5","5","5",NA,NA,Apr 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
"13897","4.0","4","4","5","4","3","5",NA,NA,Apr 2011,"Comfort Inn & Suites Downtown","$118 - $302*","60611"
